PejaajaId,Kierros,Varat,Tarjous,KierrosVoitto,VoitetutProjektit,KierroksiaJäljellä


1,1,10000.0,32.0,false,0,9
2,1,9855.0,855.0,true,1,9
3,1,10000.0,2000.0,false,0,9
1,2,10000.0,32.0,false,0,8
2,2,9710.0,855.0,true,2,8
3,2,10000.0,2000.0,false,0,8
1,3,10000.0,32.0,false,0,7
2,3,9565.0,855.0,true,3,7
3,3,10000.0,2000.0,false,0,7
1,4,10000.0,32.0,false,0,6
2,4,9420.0,855.0,true,4,6
3,4,10000.0,2000.0,false,0,6
1,5,10000.0,32.0,false,0,5
2,5,9275.0,855.0,true,5,5
3,5,10000.0,2000.0,false,0,5
1,6,10000.0,32.0,false,0,4
2,6,9130.0,855.0,true,6,4
3,6,10000.0,2000.0,false,0,4
1,1,9032.0,32.0,true,1,9
2,1,10000.0,855.0,false,0,9
3,1,10000.0,2000.0,false,0,9
1,2,8064.0,32.0,true,2,8
2,2,10000.0,855.0,false,0,8
3,2,10000.0,2000.0,false,0,8
1,3,7096.0,32.0,true,3,7
2,3,10000.0,855.0,false,0,7
3,3,10000.0,2000.0,false,0,7
1,4,6128.0,32.0,true,4,6
2,4,10000.0,855.0,false,0,6
3,4,10000.0,2000.0,false,0,6
1,5,5160.0,32.0,true,5,5
2,5,10000.0,855.0,false,0,5
3,5,10000.0,2000.0,false,0,5
1,6,4192.0,32.0,true,6,4
2,6,10000.0,855.0,false,0,4
3,6,10000.0,2000.0,false,0,4
1,1,10000.0,1001.0,false,0,9
2,1,9000.0,0.0,true,1,10
3,1,10000.0,1001.0,false,0,9
1,2,10000.0,1001.0,false,0,8
2,2,8000.0,0.0,true,2,10
3,2,10000.0,1001.0,false,0,8
1,3,10000.0,1001.0,false,0,7
2,3,7000.0,0.0,true,3,10
3,3,10000.0,1001.0,false,0,7
1,4,10000.0,1001.0,false,0,6
2,4,6000.0,0.0,true,4,10
3,4,10000.0,1001.0,false,0,6
1,5,10000.0,1001.0,false,0,5
2,5,5000.0,0.0,true,5,10
3,5,10000.0,1001.0,false,0,5
1,6,10000.0,1001.0,false,0,4
2,6,4000.0,0.0,true,6,10
3,6,10000.0,1001.0,false,0,4
1,7,10000.0,1001.0,false,0,3
2,7,3000.0,0.0,true,7,10
3,7,10000.0,1001.0,false,0,3
1,8,10000.0,1001.0,false,0,2
2,8,2000.0,0.0,true,8,10
